Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Rohit Verma,Pediatrics,14,19-11-2048,City Hospital,New Delhi,39,188,1.74,1
Dr. Ravi Kumar,Cardiology,11,20-11-2048,Metro Hospital,New Delhi,77,469,1.66,0
Dr. Swati Desai,Dermatology,11,21-11-2048,Metro Hospital,Chennai,53,174,1.05,1
Dr. Rohit Verma,Orthopedics,17,22-11-2048,Govt Health Center,Kolkata,69,272,1.25,1
Dr. Anil Mehra,Pediatrics,12,23-11-2048,Govt Health Center,Kolkata,10,377,1.45,0
Dr. Rohit Verma,Cardiology,9,24-11-2048,Metro Hospital,Kolkata,28,435,0.54,0
Dr. Swati Desai,Orthopedics,16,25-11-2048,Metro Hospital,Mumbai,42,355,0.87,0
Dr. Anil Mehra,Cardiology,17,26-11-2048,Metro Hospital,Chennai,92,308,0.88,0
Dr. Swati Desai,Pediatrics,11,27-11-2048,Metro Hospital,Mumbai,45,116,1.82,1
Dr. Ravi Kumar,Cardiology,16,28-11-2048,Metro Hospital,Kolkata,86,134,1,0
Dr. Anil Mehra,Cardiology,10,29-11-2048,Metro Hospital,Chennai,87,420,1.32,0
Dr. Swati Desai,Orthopedics,16,30-11-2048,City Hospital,New Delhi,33,111,1.75,1
Dr. Anil Mehra,Dermatology,8,01-12-2048,City Hospital,Chennai,92,63,0.89,0
Dr. Swati Desai,Cardiology,14,02-12-2048,City Hospital,New Delhi,34,171,0.69,0
Dr. Anil Mehra,Pediatrics,11,03-12-2048,Govt Health Center,Kolkata,20,328,1.92,0
Dr. Swati Desai,Cardiology,14,04-12-2048,Metro Hospital,Kolkata,18,172,1.56,1
Dr. Ravi Kumar,Cardiology,17,05-12-2048,Govt Health Center,New Delhi,15,126,0.77,0
Dr. Anil Mehra,Dermatology,13,06-12-2048,Govt Health Center,Chennai,67,321,1.73,0
Dr. Anil Mehra,Orthopedics,11,07-12-2048,Govt Health Center,Mumbai,38,195,1.68,1
Dr. Anil Mehra,Pediatrics,11,08-12-2048,City Hospital,Chennai,82,318,1.76,0
Dr. Anil Mehra,Orthopedics,15,09-12-2048,Metro Hospital,New Delhi,96,430,0.91,0
Dr. Ravi Kumar,Orthopedics,14,10-12-2048,Metro Hospital,New Delhi,88,105,1.17,1
Dr. Anil Mehra,Orthopedics,11,11-12-2048,Govt Health Center,Mumbai,20,267,1.54,1
Dr. Rohit Verma,Cardiology,13,12-12-2048,City Hospital,Mumbai,32,222,1.09,1
Dr. Ravi Kumar,Dermatology,13,13-12-2048,Govt Health Center,Mumbai,35,89,0.6,0
Dr. Rohit Verma,Cardiology,8,14-12-2048,Govt Health Center,New Delhi,10,408,0.7,0
Dr. Anil Mehra,Pediatrics,9,15-12-2048,Metro Hospital,Kolkata,90,208,1.4,1
Dr. Swati Desai,Dermatology,11,16-12-2048,City Hospital,Chennai,56,409,1.06,0
Dr. Rohit Verma,Orthopedics,13,17-12-2048,Metro Hospital,Mumbai,50,81,0.51,0
Dr. Anil Mehra,Dermatology,13,18-12-2048,Govt Health Center,New Delhi,32,297,1.65,1
Dr. Rohit Verma,Pediatrics,8,19-12-2048,Metro Hospital,Chennai,14,178,1.13,1
Dr. Anil Mehra,Cardiology,15,20-12-2048,Govt Health Center,Mumbai,59,340,0.97,0
Dr. Anil Mehra,Cardiology,9,21-12-2048,City Hospital,Kolkata,18,85,1.57,1
Dr. Anil Mehra,Orthopedics,12,22-12-2048,Metro Hospital,Chennai,13,397,1.18,0
Dr. Swati Desai,Cardiology,11,23-12-2048,Metro Hospital,Chennai,80,115,1.54,1
Dr. Rohit Verma,Cardiology,12,24-12-2048,Metro Hospital,New Delhi,74,334,0.52,0
Dr. Ravi Kumar,Pediatrics,12,25-12-2048,Metro Hospital,New Delhi,89,476,0.51,0
Dr. Ravi Kumar,Dermatology,17,26-12-2048,Metro Hospital,New Delhi,66,206,1.34,1
Dr. Ravi Kumar,Cardiology,15,27-12-2048,City Hospital,Kolkata,34,92,1.97,1
Dr. Ravi Kumar,Pediatrics,17,28-12-2048,City Hospital,Chennai,67,324,0.91,0
Dr. Anil Mehra,Pediatrics,14,29-12-2048,Metro Hospital,Mumbai,15,170,1.52,1
Dr. Rohit Verma,Orthopedics,16,30-12-2048,Govt Health Center,Kolkata,23,241,0.76,0
Dr. Rohit Verma,Pediatrics,8,31-12-2048,Govt Health Center,Mumbai,72,403,0.97,0
Dr. Swati Desai,Orthopedics,13,01-01-2049,Metro Hospital,Mumbai,84,80,0.62,0
Dr. Rohit Verma,Cardiology,13,02-01-2049,Metro Hospital,New Delhi,74,406,1.82,0
Dr. Rohit Verma,Orthopedics,9,03-01-2049,City Hospital,Mumbai,61,68,0.97,0
Dr. Rohit Verma,Pediatrics,15,04-01-2049,City Hospital,Mumbai,74,334,0.85,0
Dr. Swati Desai,Dermatology,13,05-01-2049,Metro Hospital,Kolkata,17,122,1.6,1
Dr. Ravi Kumar,Dermatology,17,06-01-2049,Metro Hospital,New Delhi,17,440,0.8,0
Dr. Rohit Verma,Cardiology,16,07-01-2049,Govt Health Center,Mumbai,23,491,0.86,0
Dr. Swati Desai,Cardiology,17,08-01-2049,City Hospital,Mumbai,33,125,0.66,0
Dr. Swati Desai,Dermatology,12,09-01-2049,Metro Hospital,Mumbai,73,237,1.94,1
Dr. Anil Mehra,Orthopedics,14,10-01-2049,City Hospital,Chennai,34,228,0.87,0
Dr. Swati Desai,Cardiology,13,11-01-2049,Metro Hospital,Chennai,15,387,1.99,0
Dr. Ravi Kumar,Pediatrics,12,12-01-2049,Metro Hospital,New Delhi,10,355,0.76,0
Dr. Rohit Verma,Cardiology,13,13-01-2049,Metro Hospital,Kolkata,96,454,0.53,0
Dr. Swati Desai,Orthopedics,11,14-01-2049,Metro Hospital,New Delhi,42,186,1.84,1
Dr. Ravi Kumar,Cardiology,10,15-01-2049,Govt Health Center,Chennai,23,211,1.37,1
Dr. Swati Desai,Pediatrics,8,16-01-2049,Metro Hospital,New Delhi,72,339,1.03,0
Dr. Swati Desai,Pediatrics,8,17-01-2049,Govt Health Center,Kolkata,65,96,1.27,1
Dr. Swati Desai,Pediatrics,13,18-01-2049,Govt Health Center,New Delhi,71,73,0.89,0
Dr. Swati Desai,Orthopedics,16,19-01-2049,Metro Hospital,Mumbai,37,385,1.45,0
Dr. Swati Desai,Orthopedics,15,20-01-2049,City Hospital,Kolkata,38,333,1.42,0
Dr. Ravi Kumar,Pediatrics,9,21-01-2049,City Hospital,Kolkata,32,223,0.62,0
Dr. Rohit Verma,Pediatrics,16,22-01-2049,Metro Hospital,Kolkata,53,356,1.87,0
Dr. Rohit Verma,Orthopedics,15,23-01-2049,Metro Hospital,New Delhi,47,416,1.19,0
Dr. Rohit Verma,Orthopedics,16,24-01-2049,Metro Hospital,New Delhi,58,311,0.79,0
Dr. Rohit Verma,Orthopedics,11,25-01-2049,City Hospital,Mumbai,52,279,0.96,0
Dr. Ravi Kumar,Dermatology,16,26-01-2049,City Hospital,Kolkata,19,240,1.8,1
Dr. Anil Mehra,Orthopedics,9,27-01-2049,Metro Hospital,Mumbai,36,167,1.07,1
Dr. Anil Mehra,Pediatrics,8,28-01-2049,City Hospital,Kolkata,17,102,1.34,1
Dr. Ravi Kumar,Dermatology,16,29-01-2049,Govt Health Center,Chennai,77,241,1.92,1
Dr. Ravi Kumar,Orthopedics,17,30-01-2049,City Hospital,New Delhi,94,485,1.48,0
Dr. Swati Desai,Pediatrics,15,31-01-2049,City Hospital,Mumbai,94,109,1.51,1
Dr. Swati Desai,Cardiology,14,01-02-2049,Metro Hospital,New Delhi,39,474,0.87,0
Dr. Swati Desai,Dermatology,15,02-02-2049,Govt Health Center,New Delhi,22,60,1.5,1
Dr. Rohit Verma,Pediatrics,8,03-02-2049,Metro Hospital,Chennai,67,309,1.09,0
Dr. Swati Desai,Cardiology,16,04-02-2049,City Hospital,Chennai,12,319,1.87,0
Dr. Anil Mehra,Pediatrics,17,05-02-2049,Govt Health Center,Kolkata,93,190,0.69,0
Dr. Rohit Verma,Orthopedics,16,06-02-2049,Metro Hospital,Chennai,14,192,0.93,0
Dr. Swati Desai,Orthopedics,16,07-02-2049,City Hospital,Kolkata,31,162,0.6,0
Dr. Rohit Verma,Cardiology,13,08-02-2049,Govt Health Center,Chennai,67,313,1.07,0
Dr. Anil Mehra,Orthopedics,11,09-02-2049,Metro Hospital,Chennai,75,393,0.72,0
Dr. Swati Desai,Pediatrics,9,10-02-2049,Govt Health Center,Mumbai,98,60,1.77,1
Dr. Anil Mehra,Cardiology,11,11-02-2049,City Hospital,Chennai,49,417,1.89,0
Dr. Anil Mehra,Pediatrics,14,12-02-2049,Metro Hospital,Mumbai,97,148,1.5,1
Dr. Anil Mehra,Pediatrics,8,13-02-2049,City Hospital,Chennai,14,72,0.66,0
Dr. Swati Desai,Pediatrics,16,14-02-2049,Govt Health Center,Mumbai,25,288,1.01,1
Dr. Ravi Kumar,Orthopedics,10,15-02-2049,City Hospital,New Delhi,24,158,1.95,1
Dr. Swati Desai,Orthopedics,11,16-02-2049,Govt Health Center,Kolkata,86,312,0.7,0
Dr. Anil Mehra,Pediatrics,12,17-02-2049,Metro Hospital,Chennai,84,374,1.33,0
Dr. Swati Desai,Dermatology,10,18-02-2049,City Hospital,Mumbai,89,209,1.03,1
Dr. Anil Mehra,Pediatrics,11,19-02-2049,Metro Hospital,Chennai,27,269,2,1
Dr. Ravi Kumar,Pediatrics,12,20-02-2049,Metro Hospital,Mumbai,98,221,0.93,0
Dr. Rohit Verma,Cardiology,8,21-02-2049,Metro Hospital,Mumbai,56,436,0.57,0
Dr. Ravi Kumar,Pediatrics,16,22-02-2049,Metro Hospital,Chennai,13,143,1.55,1
Dr. Ravi Kumar,Orthopedics,17,23-02-2049,City Hospital,Kolkata,62,171,0.99,0
Dr. Rohit Verma,Cardiology,17,24-02-2049,City Hospital,Mumbai,67,349,1.49,0
Dr. Swati Desai,Dermatology,11,25-02-2049,Metro Hospital,New Delhi,94,246,0.66,0
Dr. Rohit Verma,Cardiology,16,26-02-2049,Metro Hospital,Chennai,84,100,1.28,1
Dr. Swati Desai,Dermatology,11,27-02-2049,Govt Health Center,New Delhi,67,366,1.06,0
Dr. Swati Desai,Cardiology,8,28-02-2049,Metro Hospital,Mumbai,68,356,1.31,0
Dr. Anil Mehra,Cardiology,12,01-03-2049,Govt Health Center,Mumbai,43,466,1.78,0
Dr. Anil Mehra,Dermatology,16,02-03-2049,Govt Health Center,Chennai,39,69,1.96,1
Dr. Rohit Verma,Orthopedics,10,03-03-2049,Metro Hospital,Kolkata,63,79,1.63,1
Dr. Ravi Kumar,Orthopedics,12,04-03-2049,City Hospital,New Delhi,77,426,1.65,0
Dr. Rohit Verma,Orthopedics,10,05-03-2049,Govt Health Center,Kolkata,87,349,1.29,0
Dr. Swati Desai,Cardiology,10,06-03-2049,City Hospital,New Delhi,84,135,0.65,0
Dr. Anil Mehra,Pediatrics,8,07-03-2049,Metro Hospital,Kolkata,77,279,1.5,1
Dr. Rohit Verma,Cardiology,9,08-03-2049,Metro Hospital,Chennai,35,206,0.72,0
Dr. Rohit Verma,Pediatrics,9,09-03-2049,Metro Hospital,New Delhi,12,454,0.87,0
Dr. Anil Mehra,Pediatrics,16,10-03-2049,Metro Hospital,Chennai,66,230,1.56,1
Dr. Anil Mehra,Orthopedics,14,11-03-2049,Govt Health Center,Kolkata,46,161,1.49,1
Dr. Anil Mehra,Pediatrics,15,12-03-2049,Govt Health Center,Kolkata,47,188,0.97,0
Dr. Swati Desai,Cardiology,9,13-03-2049,City Hospital,Kolkata,50,59,1.66,1
Dr. Anil Mehra,Cardiology,16,14-03-2049,City Hospital,Chennai,13,340,1.91,0
Dr. Ravi Kumar,Orthopedics,10,15-03-2049,Govt Health Center,Mumbai,35,459,1.32,0
Dr. Rohit Verma,Dermatology,17,16-03-2049,Metro Hospital,Mumbai,48,428,1.52,0
Dr. Anil Mehra,Cardiology,9,17-03-2049,City Hospital,New Delhi,51,419,0.91,0
Dr. Anil Mehra,Pediatrics,8,18-03-2049,Govt Health Center,Chennai,20,477,1.96,0
Dr. Swati Desai,Cardiology,16,19-03-2049,City Hospital,Chennai,20,287,0.91,0
Dr. Swati Desai,Cardiology,15,20-03-2049,Govt Health Center,Chennai,63,181,1.83,1
Dr. Rohit Verma,Cardiology,11,21-03-2049,Metro Hospital,Kolkata,47,379,1.89,0
Dr. Ravi Kumar,Dermatology,14,22-03-2049,Govt Health Center,Chennai,29,234,1.58,1
Dr. Rohit Verma,Pediatrics,10,23-03-2049,City Hospital,Mumbai,35,344,1.72,0
Dr. Anil Mehra,Orthopedics,10,24-03-2049,Govt Health Center,New Delhi,85,257,1.19,1
Dr. Ravi Kumar,Cardiology,11,25-03-2049,City Hospital,Mumbai,23,299,1.88,1
Dr. Ravi Kumar,Pediatrics,9,26-03-2049,City Hospital,Chennai,59,474,1.61,0
Dr. Ravi Kumar,Pediatrics,17,27-03-2049,City Hospital,New Delhi,34,399,0.99,0
Dr. Ravi Kumar,Orthopedics,11,28-03-2049,Metro Hospital,New Delhi,64,372,0.55,0
Dr. Rohit Verma,Cardiology,17,29-03-2049,Metro Hospital,Chennai,60,138,1.31,1
Dr. Swati Desai,Dermatology,10,30-03-2049,Govt Health Center,Chennai,99,407,1.76,0
Dr. Swati Desai,Pediatrics,15,31-03-2049,Govt Health Center,Mumbai,19,411,1.79,0
Dr. Anil Mehra,Orthopedics,9,01-04-2049,City Hospital,Mumbai,23,85,1.75,1
Dr. Swati Desai,Dermatology,16,02-04-2049,Metro Hospital,Kolkata,14,53,0.82,0
Dr. Swati Desai,Pediatrics,10,03-04-2049,Govt Health Center,Kolkata,66,283,1.14,1
Dr. Swati Desai,Cardiology,11,04-04-2049,Govt Health Center,Kolkata,31,379,1.42,0
Dr. Swati Desai,Pediatrics,17,05-04-2049,Metro Hospital,Chennai,84,318,1.5,0
Dr. Anil Mehra,Dermatology,17,06-04-2049,City Hospital,Chennai,38,119,1,0
Dr. Rohit Verma,Dermatology,10,07-04-2049,Govt Health Center,Kolkata,16,56,1.54,1
Dr. Ravi Kumar,Cardiology,10,08-04-2049,City Hospital,Kolkata,27,205,1.39,1
Dr. Swati Desai,Cardiology,15,09-04-2049,Metro Hospital,Mumbai,40,492,1.35,0
Dr. Rohit Verma,Orthopedics,15,10-04-2049,Metro Hospital,Kolkata,52,427,1.49,0
Dr. Swati Desai,Cardiology,13,11-04-2049,Govt Health Center,Kolkata,93,342,1.41,0
Dr. Swati Desai,Orthopedics,11,12-04-2049,Govt Health Center,New Delhi,44,448,0.75,0
Dr. Ravi Kumar,Dermatology,8,13-04-2049,Metro Hospital,Kolkata,80,335,1.81,0
Dr. Ravi Kumar,Dermatology,11,14-04-2049,City Hospital,New Delhi,13,409,0.86,0
Dr. Ravi Kumar,Pediatrics,15,15-04-2049,City Hospital,Kolkata,60,123,1.62,1
Dr. Swati Desai,Pediatrics,13,16-04-2049,Metro Hospital,New Delhi,39,61,0.76,0
Dr. Swati Desai,Orthopedics,9,17-04-2049,Govt Health Center,Kolkata,62,386,1.49,0
Dr. Swati Desai,Cardiology,10,18-04-2049,Metro Hospital,Mumbai,91,161,1.84,1
Dr. Ravi Kumar,Cardiology,14,19-04-2049,Govt Health Center,Chennai,83,79,0.51,0
Dr. Anil Mehra,Pediatrics,11,20-04-2049,City Hospital,New Delhi,23,434,1.97,0
Dr. Rohit Verma,Dermatology,11,21-04-2049,Govt Health Center,Chennai,45,85,0.54,0
Dr. Anil Mehra,Orthopedics,12,22-04-2049,City Hospital,Mumbai,96,428,0.52,0
Dr. Swati Desai,Dermatology,15,23-04-2049,Metro Hospital,Kolkata,21,393,1.79,0
Dr. Swati Desai,Dermatology,14,24-04-2049,Govt Health Center,Kolkata,85,279,1.56,1
Dr. Anil Mehra,Cardiology,16,25-04-2049,City Hospital,Mumbai,43,326,0.66,0
Dr. Swati Desai,Orthopedics,12,26-04-2049,Govt Health Center,Chennai,35,155,1.91,1
Dr. Rohit Verma,Dermatology,8,27-04-2049,City Hospital,Chennai,15,337,1.51,0
Dr. Swati Desai,Pediatrics,11,28-04-2049,City Hospital,Chennai,62,299,0.67,0
Dr. Rohit Verma,Pediatrics,13,29-04-2049,Metro Hospital,Chennai,24,112,1.79,1
Dr. Anil Mehra,Cardiology,13,30-04-2049,Metro Hospital,New Delhi,28,446,1.22,0
Dr. Anil Mehra,Pediatrics,16,01-05-2049,Govt Health Center,Chennai,56,470,0.92,0
Dr. Swati Desai,Pediatrics,17,02-05-2049,City Hospital,New Delhi,96,93,1.74,1
Dr. Rohit Verma,Dermatology,12,03-05-2049,Metro Hospital,Mumbai,86,198,1.61,1
Dr. Swati Desai,Pediatrics,12,04-05-2049,Govt Health Center,Kolkata,70,451,1.43,0
Dr. Ravi Kumar,Pediatrics,13,05-05-2049,Metro Hospital,New Delhi,99,95,1.85,1
Dr. Ravi Kumar,Dermatology,13,06-05-2049,Govt Health Center,Chennai,61,224,1.79,1
Dr. Ravi Kumar,Cardiology,10,07-05-2049,Metro Hospital,Kolkata,27,203,0.84,0
Dr. Ravi Kumar,Cardiology,13,08-05-2049,Metro Hospital,New Delhi,69,310,1.82,0
Dr. Swati Desai,Orthopedics,15,09-05-2049,City Hospital,Kolkata,56,182,1.06,1
Dr. Ravi Kumar,Pediatrics,13,10-05-2049,City Hospital,Mumbai,66,336,1.15,0
Dr. Rohit Verma,Dermatology,12,11-05-2049,Metro Hospital,Chennai,42,205,1.96,1
Dr. Anil Mehra,Orthopedics,10,12-05-2049,City Hospital,Mumbai,41,382,1.64,0
Dr. Anil Mehra,Cardiology,8,13-05-2049,Metro Hospital,Kolkata,13,290,0.98,0
Dr. Ravi Kumar,Cardiology,12,14-05-2049,Govt Health Center,Mumbai,50,380,1.47,0
Dr. Ravi Kumar,Dermatology,13,15-05-2049,Metro Hospital,Chennai,28,176,1.31,1
Dr. Ravi Kumar,Orthopedics,13,16-05-2049,Metro Hospital,New Delhi,16,242,0.67,0
Dr. Swati Desai,Orthopedics,13,17-05-2049,Govt Health Center,Mumbai,35,318,1.83,0
Dr. Anil Mehra,Dermatology,10,18-05-2049,Govt Health Center,Chennai,96,171,1.73,1
Dr. Ravi Kumar,Dermatology,11,19-05-2049,City Hospital,Kolkata,60,195,1.67,1
Dr. Rohit Verma,Orthopedics,10,20-05-2049,Govt Health Center,Mumbai,65,201,1.34,1
Dr. Ravi Kumar,Cardiology,9,21-05-2049,City Hospital,New Delhi,80,206,0.83,0
Dr. Anil Mehra,Pediatrics,15,22-05-2049,Metro Hospital,Mumbai,84,205,1.83,1
Dr. Ravi Kumar,Cardiology,14,23-05-2049,Govt Health Center,Kolkata,60,151,1.03,1
Dr. Anil Mehra,Dermatology,15,24-05-2049,Metro Hospital,Kolkata,17,478,0.53,0
Dr. Ravi Kumar,Orthopedics,13,25-05-2049,City Hospital,Kolkata,22,422,1.97,0
Dr. Rohit Verma,Orthopedics,14,26-05-2049,Govt Health Center,Mumbai,41,389,1.79,0
Dr. Ravi Kumar,Pediatrics,8,27-05-2049,City Hospital,Mumbai,43,301,1.43,0
Dr. Rohit Verma,Orthopedics,17,28-05-2049,City Hospital,Mumbai,27,316,0.52,0
Dr. Rohit Verma,Pediatrics,12,29-05-2049,Govt Health Center,New Delhi,88,356,0.84,0
Dr. Ravi Kumar,Cardiology,11,30-05-2049,Govt Health Center,Chennai,64,108,1.18,1
Dr. Rohit Verma,Cardiology,17,31-05-2049,City Hospital,Mumbai,52,389,1.44,0
Dr. Swati Desai,Orthopedics,10,01-06-2049,Govt Health Center,New Delhi,33,154,1.56,1
Dr. Ravi Kumar,Orthopedics,9,02-06-2049,City Hospital,Kolkata,30,318,1.68,0
Dr. Ravi Kumar,Dermatology,16,03-06-2049,Metro Hospital,Mumbai,27,96,1.33,1
Dr. Rohit Verma,Dermatology,15,04-06-2049,Metro Hospital,Mumbai,23,137,1.48,1
Dr. Rohit Verma,Orthopedics,17,05-06-2049,Govt Health Center,Mumbai,62,220,1.72,1
Dr. Ravi Kumar,Orthopedics,9,06-06-2049,Govt Health Center,New Delhi,28,201,1.58,1
Dr. Swati Desai,Cardiology,13,07-06-2049,Metro Hospital,Mumbai,86,225,1.93,1
Dr. Rohit Verma,Orthopedics,10,08-06-2049,City Hospital,Mumbai,66,368,1.81,0
Dr. Rohit Verma,Dermatology,10,09-06-2049,City Hospital,Chennai,73,194,0.75,0
Dr. Anil Mehra,Cardiology,12,10-06-2049,City Hospital,New Delhi,89,374,1.92,0
Dr. Swati Desai,Pediatrics,14,11-06-2049,Govt Health Center,Chennai,11,359,0.81,0
Dr. Swati Desai,Dermatology,14,12-06-2049,City Hospital,Chennai,66,271,1.99,1
Dr. Ravi Kumar,Dermatology,17,13-06-2049,Govt Health Center,Chennai,43,447,1.55,0
Dr. Swati Desai,Cardiology,8,14-06-2049,Govt Health Center,Chennai,58,64,1.44,1
Dr. Ravi Kumar,Pediatrics,14,15-06-2049,Govt Health Center,Kolkata,99,187,0.99,0
Dr. Anil Mehra,Dermatology,14,16-06-2049,Metro Hospital,Mumbai,63,299,0.7,0
Dr. Swati Desai,Orthopedics,13,17-06-2049,City Hospital,Chennai,31,199,0.69,0
Dr. Rohit Verma,Dermatology,13,18-06-2049,Govt Health Center,New Delhi,93,400,1.8,0
Dr. Anil Mehra,Cardiology,9,19-06-2049,City Hospital,Mumbai,91,318,1.15,0
Dr. Ravi Kumar,Cardiology,10,20-06-2049,Metro Hospital,Chennai,53,130,1.34,1
Dr. Anil Mehra,Cardiology,10,21-06-2049,City Hospital,Chennai,44,114,1.9,1
Dr. Ravi Kumar,Dermatology,10,22-06-2049,Metro Hospital,New Delhi,38,191,0.88,0
Dr. Anil Mehra,Pediatrics,9,23-06-2049,Govt Health Center,Kolkata,15,349,1.65,0
Dr. Ravi Kumar,Orthopedics,16,24-06-2049,Govt Health Center,New Delhi,46,472,1.21,0
Dr. Swati Desai,Cardiology,13,25-06-2049,Metro Hospital,Kolkata,98,468,0.82,0
Dr. Rohit Verma,Pediatrics,9,26-06-2049,Govt Health Center,Kolkata,94,296,1.78,1
Dr. Ravi Kumar,Orthopedics,10,27-06-2049,City Hospital,Kolkata,67,422,1.52,0
Dr. Anil Mehra,Cardiology,17,28-06-2049,City Hospital,Chennai,73,242,0.64,0
Dr. Ravi Kumar,Orthopedics,13,29-06-2049,Metro Hospital,Chennai,40,332,1.31,0
Dr. Ravi Kumar,Orthopedics,11,30-06-2049,City Hospital,Kolkata,59,303,1.78,0
Dr. Ravi Kumar,Pediatrics,14,01-07-2049,Govt Health Center,Kolkata,89,222,0.6,0
Dr. Anil Mehra,Orthopedics,13,02-07-2049,Govt Health Center,Chennai,69,362,1.12,0
Dr. Rohit Verma,Cardiology,13,03-07-2049,Govt Health Center,Kolkata,23,327,1.71,0
Dr. Swati Desai,Pediatrics,10,04-07-2049,City Hospital,Chennai,79,339,1.79,0
Dr. Rohit Verma,Dermatology,15,05-07-2049,Govt Health Center,Kolkata,20,442,1.66,0
Dr. Ravi Kumar,Dermatology,16,06-07-2049,City Hospital,Chennai,36,355,0.96,0
Dr. Anil Mehra,Pediatrics,13,07-07-2049,Metro Hospital,New Delhi,78,359,1.26,0
Dr. Rohit Verma,Dermatology,9,08-07-2049,Govt Health Center,Kolkata,88,235,1.61,1
Dr. Ravi Kumar,Orthopedics,8,09-07-2049,Metro Hospital,Kolkata,47,405,0.73,0
Dr. Swati Desai,Cardiology,10,10-07-2049,City Hospital,New Delhi,71,273,1.39,1
Dr. Swati Desai,Orthopedics,10,11-07-2049,City Hospital,Mumbai,62,111,1.58,1
Dr. Swati Desai,Pediatrics,15,12-07-2049,Metro Hospital,Kolkata,89,471,1.77,0
Dr. Ravi Kumar,Cardiology,12,13-07-2049,Govt Health Center,Mumbai,27,133,0.67,0
Dr. Anil Mehra,Pediatrics,8,14-07-2049,Govt Health Center,New Delhi,61,76,0.99,0
Dr. Rohit Verma,Pediatrics,11,15-07-2049,Govt Health Center,Kolkata,33,430,1.31,0
Dr. Swati Desai,Pediatrics,14,16-07-2049,Metro Hospital,Mumbai,16,369,1.55,0
Dr. Ravi Kumar,Orthopedics,12,17-07-2049,City Hospital,Kolkata,23,180,1.6,1
Dr. Ravi Kumar,Cardiology,17,18-07-2049,Metro Hospital,Kolkata,59,176,0.88,0
Dr. Rohit Verma,Cardiology,13,19-07-2049,City Hospital,Chennai,33,60,0.52,0
Dr. Swati Desai,Cardiology,17,20-07-2049,Govt Health Center,Mumbai,88,329,1.54,0
Dr. Ravi Kumar,Orthopedics,11,21-07-2049,Govt Health Center,Chennai,22,334,1.86,0
Dr. Rohit Verma,Dermatology,9,22-07-2049,City Hospital,Chennai,28,246,1.7,1
Dr. Anil Mehra,Orthopedics,16,23-07-2049,Govt Health Center,Mumbai,38,274,1.43,1
Dr. Anil Mehra,Orthopedics,9,24-07-2049,Metro Hospital,Mumbai,31,313,1.97,0
Dr. Anil Mehra,Pediatrics,9,25-07-2049,City Hospital,Chennai,11,324,1.15,0
Dr. Swati Desai,Cardiology,9,26-07-2049,Govt Health Center,Kolkata,86,117,1.29,1
Dr. Rohit Verma,Cardiology,8,27-07-2049,Govt Health Center,Kolkata,45,282,0.52,0
Dr. Rohit Verma,Dermatology,10,28-07-2049,Govt Health Center,New Delhi,47,148,1.92,1
Dr. Ravi Kumar,Dermatology,13,29-07-2049,Govt Health Center,Kolkata,27,271,1.38,1
Dr. Ravi Kumar,Pediatrics,14,30-07-2049,City Hospital,Mumbai,60,173,1.09,1
Dr. Ravi Kumar,Cardiology,8,31-07-2049,City Hospital,Mumbai,24,353,0.57,0
Dr. Rohit Verma,Dermatology,12,01-08-2049,Govt Health Center,New Delhi,61,473,1.04,0
Dr. Ravi Kumar,Dermatology,12,02-08-2049,Metro Hospital,Mumbai,26,151,0.51,0
Dr. Rohit Verma,Cardiology,8,03-08-2049,Metro Hospital,Chennai,86,449,0.99,0
Dr. Rohit Verma,Orthopedics,11,04-08-2049,Metro Hospital,New Delhi,31,369,1.93,0
Dr. Anil Mehra,Dermatology,17,05-08-2049,Metro Hospital,New Delhi,63,313,0.73,0
Dr. Ravi Kumar,Cardiology,8,06-08-2049,City Hospital,Kolkata,61,414,1.32,0
Dr. Anil Mehra,Dermatology,8,07-08-2049,City Hospital,Kolkata,94,438,0.78,0
Dr. Swati Desai,Pediatrics,14,08-08-2049,Metro Hospital,Chennai,99,279,1.68,1
Dr. Swati Desai,Dermatology,14,09-08-2049,City Hospital,Chennai,55,172,1.34,1
Dr. Swati Desai,Cardiology,10,10-08-2049,Metro Hospital,Kolkata,13,276,0.8,0
Dr. Rohit Verma,Dermatology,14,11-08-2049,Govt Health Center,Kolkata,16,277,1.8,1
Dr. Rohit Verma,Pediatrics,10,12-08-2049,Govt Health Center,Chennai,19,202,1.68,1
Dr. Rohit Verma,Pediatrics,9,13-08-2049,Metro Hospital,Kolkata,24,358,1.93,0
Dr. Ravi Kumar,Dermatology,17,14-08-2049,City Hospital,New Delhi,35,354,0.5,0
Dr. Anil Mehra,Dermatology,11,15-08-2049,Metro Hospital,Chennai,89,377,1.19,0
Dr. Rohit Verma,Pediatrics,17,16-08-2049,City Hospital,Kolkata,49,198,2,1
Dr. Anil Mehra,Pediatrics,10,17-08-2049,Govt Health Center,Mumbai,70,356,1.72,0
Dr. Anil Mehra,Orthopedics,14,18-08-2049,City Hospital,Mumbai,90,479,1.75,0
Dr. Anil Mehra,Orthopedics,8,19-08-2049,Metro Hospital,Chennai,25,58,1.43,1
Dr. Ravi Kumar,Pediatrics,13,20-08-2049,Govt Health Center,Mumbai,27,369,1.57,0
